Name,Address,Operation Hour,Latitude,Longitude
Subway Ole-ole,"Lot 1-3A, Ground Floor, Ole Ole Shopping Centre, No. 7, Jalan Pinang A 18/A, Seksyen 18, 40200 Shah Alam, Selangor","Monday - Sunday, 10:00 AM - 10:00 PM",3.043655,101.516821
Subway Pavilion Bukit Jalil,"Lot 1.40.00, Persiaran Jalil Utama, Bukit Jalil, Kuala Lumpur","Monday - Sunday, 9:30 AM - 10:00 PM",3.050264,101.671016
Subway @TimurBay Balok,"TR-10, Timur Bay @ Balok, Jalan Kuantan – Kemaman,26100 Kuantan, Pahang","Monday - Sunday, 9:00 AM - 10:00 PM",3.901533,103.364574
Subway Country Homes,"9, Jalan Pusat BCH 1A, Bandar Country Homes, 48000 Rawang, Selangor","Monday - Sunday, 8:00 AM - 10:00 PM",3.323510,101.525893
Subway Hentian Kajang,"5G, Jalan Hentian, Pusat Hentian Kajang, Jalan Reko, 43000 Kajang Selangor","Monday - Sunday, 8:00 AM - 10:00 PM",2.966968,101.790229
Subway Bloom,"G-16, Pangsapuri Eco Bloom, Tingkat Eco Meadows 1, 14100 Simpang Ampat, Pulau Pinang","Monday - Sunday, 10:00 AM - 10:00 PM",5.259220,100.468693
Subway Petron Ukay Perdana,"No. PT 5765, Jln Ukay Perdana, Ukay Perdana, 68000 Ampang, Selangor",Monday - Sunday (8:00AM - 10:00PM),3.197120,101.775058
Subway Bandar Enstek,"No 85 Jalan 6/1B, Timur @ Enstek, 71760 Bandar Enstek, Negeri Sembilan.","Monday - Sunday, 10:00 AM - 10:00 PM",2.748408,101.764729
Subway Dengkil,"No 23 (Aras Bawah), Jalan Deluxe 3, Pusat Perdagangan Deluxe, 43800 Dengkil, Selangor, Malaysia","Monday - Sunday, 8:00 AM - 10:00 PM",2.863618,101.676015
Subway Lotus Cheras,"Lot G27-G29, No.2, Jalan Midah 2, Taman Midah, 56000 Cheras, Kuala Lumpur","Monday - Sunday, 9:30 AM - 9:00 PM",3.099541,101.734766
Subway Equine Park,"7-G, Jalan Putra Permai 1A, Taman Equine, 43300 Seri Kembangan, Selangor.","Monday - Sunday, 8:00 AM - 10:00 PM",2.996182,101.669745
Subway Mydin Jengka,"Lot Pt 27931 (Hsm 21160),Mukim Chenor, Daerah Maran,Pahang Darul Makmur.",Monday - Sunday (8:00AM - 10:00PM),3.773259,102.542843
Subway Syopz,"G-5, The Boardwalk, No.2, Jalan Taylor’s, 47500 Subang Jaya, Selangor Darul Ehsan","Monday - Saturday, 10:00 AM – 10:00PM,Sunday, Closed",3.064467,101.616106
Subway Lotuss Rawang,"G18, Lotus’s Rawang, No 1 Jalan Rawang 48000 Rawang Selangor.","Monday - Sunday, 10:00 AM - 10:00 PM",3.302715,101.598280
Subway Matahari Mall,"Lot S15 & S16 , Ground Floor, Matahari Mall, No. 1, PJS 2/18, Taman Maju Jaya, 46000 Petaling Jaya,Selangor",Monday - Sunday (10:00AM - 9:30PM),3.080121,101.638012
Subway SPARK,"1-01 Plaza Salak Park, No 2, Jalan 1/125E, Taman Desa Petaling, 57100 Kuala Lumpur",Monday - Sunday (8:00AM - 10:00PM),3.082778,101.702471
Subway Cameron Highland,"B-G-23, Presint 1, Cameron Centrum, 39100 Brinchang Cameron Highlands, Pahang","Monday - Sunday, 9:00 AM - 11:00 PM",4.495147,101.389435
Subway Sunway Pyramid,"LG2.32, Lower Ground Two, Sunway Pyramid, 3, Jalan PJS 11/15, Bandar Sunway, 47500 Petaling Jaya, Selangor","Monday - Sunday, 10:00 AM - 10:00 PM",3.072606,101.607723
Subway Caltex Serdang,"No.2, Lot.14985, Jalan SR 8/1, Taman Putra Indah, 43300, Seri Kembangan, Selangor","Monday - Sunday, 8:00 AM - 10:00 PM",3.047098,101.704403
Subway Subang Bestari,"No 4, Jalan Nova N U5/N, Seksyen U5, 40150 Shah Alam, Selangor","Monday - Sunday, 10:00 AM - 10:00 PM",3.178129,101.547335
Subway Denai Alam,"Unit Ground Floor, No 7, Jalan Electron E U16/E, Seksyen U16, 40160 Shah Alam,Selangor","Monday - Sunday, 8:15 AM - 9:45 PM",3.161212,101.511881
Subway Aeon Taman Maluri,"Lot G32,AEON Mall Taman Maluri, Jalan Jejaka, Taman Maluri Cheras 55100, Kuala Lumpur","Sunday - Thursday, 10:00 AM – 10:00PM,Friday & Saturday, 10:00 AM – 10:30PM",3.125925,101.728399
Subway Batang Kali,"60-1, Jalan Ara 2, Pusat Perdagangan Ara Seksyen 5, Bandar Utama Batang Kali, 44300 Batang Kali, Selangor.","Monday - Sunday, 8:00 AM - 10:00 PM",3.455017,101.662391
Subway Subang Perdana,"No. 17-G, Jalan Dinar D U3/D, Seksyen U3, 40150 Shah Alam, Selangor","Monday - Sunday, 8:00 AM - 10:00 PM",3.148819,101.545546
Subway KL Gateway,"G1.K5, Lower Ground 1, KL Gateway Mall, 2, Jalan Kerinchi, 59200 Kuala Lumpur",Monday - Sunday (8:00AM - 10:00PM),3.114111,101.663270
Subway Lotuss Selayang,"Lot F-18 & 18 (External) No. 1081, Jalan Ipoh Mukim Batu 51200 Kuala Lumpur",Monday - Sunday (10:00AM - 10:00PM),3.222777,101.670945
Subway Batu Berendam,"No. 7, Jalan Mutiara Melaka 4 Taman Mutiara Melaka 75350 Melaka.","Monday - Sunday, 8:00 AM - 10:00 PM",2.240147,102.259756
Subway Hartamas SC,"Lot G-22A & G-22B . Hartamas Shopping Center, 60, Jalan Sri Hartamas 1, Taman Sri Hartamas, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",Monday - Sunday (10:00AM - 10:00PM),3.163504,101.656995
Subway Paradigm Mall,"LG-33A(P), LG Floor No. 1, Jalan SS7/26A Kelana Jaya 47301 Petaling Jaya Selangor","Monday - Sunday, 10:00 AM - 10:00 PM",3.105084,101.596048
Subway Damen,"LG38, Lower Ground Floor Damen USJ 1 Jalan Persiaran Kewajipan USJ 1 47600 Subang Jaya","Monday - Sunday, 10:00 AM - 10:00 PM",3.058525,101.592670
Subway Tropicana Garden,"CC-K55A, Concourse Floor, No. 2A, Persiaran Surian Tropicana Indah, 47810 Petaling Jaya, Selangor",Monday - Sunday (10:00AM - 10:00PM),3.149188,101.593094
Subway Main Place,"LG33, Main Place Mall USJ, Jalan USJ 21/10, Persiaran Kewajipan, 47630 Subang Jaya, Selangor.","Monday - Sunday, 10:00 AM - 10:00 PM",3.026320,101.581147
Subway KLIA2,"S1-1A- A19, Sector 1, Gate J, KLIA 2, 64000 KLIA, Sepang Selangor","Monday - Sunday, 9:00 AM - 8:00 PM",2.734453,101.722280
Subway Sungai Rengit,"89(Ground floor), Jalan Hee Seng, Sungai Rengit, 81620 Pengerang, Johor.",Monday - Sunday (8:00AM - 10:00PM),1.350794,104.223669
Subway Intermark Mall,"The Intermark, Intermark Mall, 348, Jalan Tun Razak, 50400 Kuala Lumpur","Monday - Sunday, 10:00 AM - 10:00 PM",3.161545,101.719918
Subway Bandar Saujana Putra,"No. 11, Jalan SP 1/1, Bandar Saujana Putra, 42610 Jenjarom, Selangor","Monday - Sunday, 8:00 AM - 10:00 PM",2.951905,101.576533
Subway Dataran Pahlawan Melaka Megamall,"G-001, Dataran Pahlawan Melaka Megamall, Jalan Merdeka Bandar Hilir 75000, Melaka","Monday - Sunday, 10:00 AM - 10:00 PM",2.189751,102.252619
Subway Aeon Bandaraya,"G 78B, Aeon Bandaraya Shopping Centre No.2, Jalan Lagenda Taman 1-Lagenda 75400, Melaka","Monday - Sunday, 10:00 AM - 10:00 PM",2.211924,102.247772
Subway Mahkota Parade,"No.1, Jalan Merdeka, Lot KG5E Ground Floor, Melaka",Monday - Sunday (10:00AM - 10:00PM),2.188287,102.249271
Subway Retail Unit 12,"Retail Unit 12, Galeria PJH, Aras 1, Jalan 4B, Persiaran Perdana, Presinct 4, Putrajaya, 62100","Monday - Sunday, 8:00 AM - 8:00 PM",2.913198,101.684225
Subway Alamanda Shopping Centre,"Alamanda Shopping Centre, Jalan Alamandra Precinct 1, Lot LG33B, Lower Grd Floor, Putrajaya, 62000","Monday - Sunday, 10:00 AM - 10:00 PM",2.939529,101.710617
Subway 9 Avenue,"Shop 3, Ground Floor, 9 Avenue, Taman Koporat, Putra Nilai, 71800 Nilai, Negeri Sembilan","Monday - Sunday, 9:00 AM - 10:00 PM",2.811007,101.791640
Subway Mydin MITC,"Mydin Hypermarket. 12 Mydin Mall MITC, G-01, Melaka, ME, Malaysia 75450","Monday - Sunday, 9:00 AM - 10:00 PM",2.270642,102.291999
Subway Palm Mall,"Lot 39 UG Floor, Palm Mall, Jalan Sungai Ujong, Seremban, 70200 Malaysia","Monday - Sunday, 10:00 AM - 8:00 PM",2.719856,101.922900
Subway Mydin Senawang,"Lot G-01, No. 110 Jalan BPS 7, Mydin Mall Senawang, 70450 Seremban, Negeri Sembilan, Malaysia","Monday - Sunday, 9:00 AM - 9:30 PM",2.701351,101.980048
Subway Melaka Sentral,"KM12, Zone C, Bangunan Terminal Melaka Sentral, Jalan Tun Abdul Razak, 75300 Peringgit, Melaka, Malaysia","Monday - Sunday, 9:30 AM - 7:00 PM",2.221155,102.250083
Subway Aeon Seremban,"Lot G61, Aeon Seremban 2, 112 Persiaran S2 B1, Seremban 2, 70300 Seremban, Negeri Sembilan, Malaysia","Monday - Sunday, 10:00 AM - 10:00 PM",2.701384,101.911948
Subway Mesamall,"Lot G-25, MesaMall, Lot 13865, Persiaran Ilmu BBN, Bandar Baru Nilai, 71800 Nilai, Negeri Sembilan, Malaysia","Monday - Sunday, 10:00 AM - 10:00 PM",2.825131,101.777424
Subway Giant Kuala Pilah,"G03 & PS23, Giant Superstore Kuala Pilah, Kampung Kayu Ara, 72000 Kuala Pilah, Negeri Sembilan, Malaysia","Monday - Sunday, 10:00 AM - 7:00 PM",2.737869,102.217957
Subway Aeon Nilai,"S-11 Level 2, Aeon Nilai, Persiaran Pusat Bandar, 71800 Bandar Baru Nilai, Negeri Sembilan, Malaysia","Monday - Sunday, 9:30 AM - 10:00 PM",2.817904,101.789877
Subway Unicity,"G-039 & G-40, Ground Floor, Unicity Mall, Bandar Seremban 3, 70300 Seremban, Negeri Sembilan",,2.672767,101.934207
Subway Tesco Cheng,"Lot G7, Tesco Melaka Cheng, 1, Jalan Inang 3, Taman Paya Rumput Utama, 75460 Melaka","Monday - Sunday, 9:00 AM - 8:00 PM",2.281134,102.216112
Subway Presint 15,"No.32, Jalan Diplomatik 3/1, Presint 15, 62050 Putrajaya","Monday - Sunday, 8:00 AM - 10:00 PM",2.944474,101.721963
Subway The Shore,"Lot GF-25, The Shore Shopping Gallery, 193, Pinggiran @Sungai Melaka, Jalan Persisiran Bunga Raya, 75100 Melaka","Monday - Sunday, 10:00 AM - 10:00 PM",2.201859,102.250301
Subway OBR Ayer Keroh,"Lot No. S-01-SB, Overhead Bridge Restaurant Ayer Keroh, KM210, North South Expressway, 76470 Ayer keroh, Melaka",Monday - Sunday (9:00AM - 10:00PM),2.151982,102.693131
Subway Mydin Jasin,"Lot No. GSRU-24, GSRU-31, Mydin Jasin, PT 8537, Seksyen 1, Bandar jasin Bestari, Mukim Ayer panas, 77200 Jasin, Melaka.",,2.277683,102.387650
Subway AEON Ayer Keroh,"Lot G18 & G19, Ground floor, AEON Melaka Shopping Center, Lebuh Ayer keroh, 75450 Melaka.","Monday - Sunday, 10:00 AM - 10:00 PM",2.234230,102.282382
Subway Bahau,"51, Jalan Kiara 2, Pusat Perniagaan Kiara, 72100 Bahau, Negeri Sembilan.","Monday - Sunday, 9:30 AM - 10:30 PM",2.810638,102.394719
Subway Ayer@8,"No.A2-G3, Ground floor, Ayer@8, Phase 8C1, Jalan P8G, Precint 8, 62250 WP Putrajaya.",,2.925637,101.680029
Subway Waterfront PD,"No.9 (Ground floor), Jalan waterfront 5, PD waterfront, 71000 Port Dickson, Negeri Sembilan",Monday - Sunday (10:00AM - 10:00PM),2.521904,101.802709
Subway Mydin Sebang,"GF & B-25, Mydin Pulau Sebang, PT20 & 2053, Jalan Besar, Alor Gajah, 7800 Melaka.","Monday - Sunday, 10:00 AM - 10:00 PM",2.462518,102.230506
Subway Jelebu,"189-1,Jalan Dato Menteri 71600 Kuala Kelawang, Jelebu Negeri Sembilan","Monday - Sunday, 8:00 AM - 10:00 PM",2.940653,102.071944
Subway Caltex Termiang,"Lot No. 40766, Bandar Seremban, Daerah Seremban, Negeri Sembilan","Monday - Sunday, 10:00 AM - 10:00 PM",2.726386,101.936951
Subway E-Gate Penang,"No:1, Lebuh Tunku Kudin 2 Lot:1-01-04, E-Gate, Gelugor","Sunday - Thursday, 8:00 AM – 11:00PM,Friday & Saturday, 8:00 AM – 12:00AM",5.375986,100.315323
Subway Autocity Penang,"1834-G2, Jalan Perusahaan Auto City North-South Highway","Monday - Sunday, 7:30 AM - 11:00 PM",5.337297,100.429494
Subway Straits Quay,"Jalan Seri Tanjung Pinang 3A-1-8 & 3A-1-8A, Block A Straits Quay Retail Marina","Monday - Sunday, 9:00 AM - 10:00 PM",5.459188,100.313520
Subway Queensbay,"100 Persiaran Bayan Indah Postal No. LG-46, 45, 51(B) Queensbay Mall","Monday - Sunday, 9:00 AM - 10:30 PM",5.332683,100.306698
Subway Penang Sentral,"Lot 3-06, Level 3 5130 Terminal Penang Sentral 12100  Butterworth","Monday - Sunday, 9:30 AM - 8:00 PM",5.394980,100.365318
Subway Suntech Cybercity,1-G-1 Suntech Penang Cybercity Lintang Mayang Pasir 3,"Monday - Sunday, 7:00 AM - 10:30 PM",5.325683,100.286060
Subway Sungai Dua,"723-R-G Jalan Sg Dua, Unit 9, Ground Floor,Vanda Business Park, Sungai Dua, 11700 Pulau Pinang","Monday - Sunday, 7:30 AM - 11:00 PM",5.351981,100.299134
Subway Kulim Avenue,"109 Persiaran 4, Tmn Kulim Ave Kulim Hi-Tech","Monday - Friday, 7:30 AM – 10:00PM,Saturday & Sunday, 8:00 AM – 10:00PM",5.387991,100.571469
Subway I-Avenue,"Medan Kampung Relau 1 1-1-45 i-Avenue, Mukim 12, Bayan Baru","Monday - Sunday, 7:00 AM - 10:00 PM",5.332918,100.293404
Subway Butterworth,"#7227 Lot 2489 & 2490 Seksyen 2, Jalan Raja Uda Petronas Station","Monday - Sunday, 7:30 AM - 10:30 PM",5.426373,100.383031
Subway Perak Road,"338B-1 Jalan Perak, Jelutong, PP 11600, Malaysia","Monday - Sunday, 7:00 AM - 10:30 PM",5.397825,100.314668
Subway Amanjaya Mall,"Kompleks Amanjaya, Kiosk 28, Tingkat 2, Jalan Jati 1, 08000, Sungai Petani, Kedah, 08000 Sungai Petani","Monday - Thursday, 10:30 AM – 10:30PM,Friday - Sunday, 10:00 AM – 11:00PM",5.673434,100.508465
Subway Tesco Extra Seberang Jaya,"OL6, Tesco Extra Seberang Jaya 2762 Persiaran Sembilang Tesco Extra Sebrang Jaya","Monday - Sunday, 10:00 AM - 9:30 PM",5.405616,100.405037
Subway Kampung Baru,No.2 Lorong Maju Utama 1 Pusat Perniagaan Jalan Maju,"Monday - Sunday, 7:00 AM - 10:30 PM",5.352051,100.471460
Subway Tesco Bukit Mertajam,"TESCO Bukit Mertajam G6, 2323 Jalan Rozhan","Monday - Sunday, 10:00 AM - 10:00 PM",5.315830,100.475838
Subway Pantai Cenang Langkawi,Lot 2606 Jalan Pantai Cenang PG3 Cenang Plaza Beach Hotel,"Monday - Sunday, 9:00 AM - 9:30 PM",6.290615,99.727358
Subway Alor Setar Mall,"Kawasan Perusahaan Tandop Baru G-20, Ground Floor Alor Star Mall","Monday - Sunday, 10:00 AM - 8:00 PM",6.082020,100.360966
Subway C-Mart Arau,"Lot 38-39, Kompleks Arau Pekan Arau, Jalan Arau","Monday - Sunday, 9:00 AM - 9:00 PM",6.428629,100.272884
Subway Pearl City Simpang Empat,"G-11, No 1720 Persiaran Mutiara 4, Pusat BandarTasek Mutiara","Monday - Saturday, 8:00 AM – 10:30PM,Sunday, 8:00 AM – 11:00PM",5.276839,100.490417
Subway Central Square,"23 Jalan Kampung Baru Lot GK-02 Central Square Shopping Center, 08000 Sungai Petani, Kedah","Monday - Sunday, 9:00 AM - 10:00 PM",3.163051,101.706183
Subway Lintang Angsana Ayer Itam,"38A, Lintang Angsana, Bandar Baru Air Itam, 11500 Ayer Itam, Pulau Pinang","Monday - Sunday, 7:00 AM - 10:00 PM",5.388732,100.282409
Subway Petronas Batu Feringghi,Lot 697 & 764 Jalan Batu Feringghi Petronas Gas Station/C-Store,"Monday - Sunday, 8:00 AM - 11:00 PM",5.472207,100.276803
Subway C-Mart Alor Setar,"No. S6 & S13, Lot 92, Jalan Istana Kuning, 05000, Alor Setar, Kedah, 05000 Alor Setar","Monday - Sunday, 8:00 AM - 10:00 PM",6.124727,100.368299
Subway BDI Jitra,"Kawasan Perusahaan Bandar Darulaman Plot 40, Lot 21","Monday - Thursday, 8:00 AM – 10:30PM,Friday & Saturday, 8:00 AM – 11:00PM",6.253698,100.429088
Subway Landmark Centre,1 Jalan KLC Satu Unit 1K-07 Landmark Central Shopping,,5.385690,100.546555
Subway Padang Kota Lama,"15, 17, Light St, Georgetown, 10200 George Town, Penang","Sunday - Thursday, 7:30 AM – 10:00PM,Sunday, 8:00 AM – 9:00PM",5.420162,100.341681
Subway Nibong Tebal,Kompleks Industri Cenderawasih Lot G75 & G76 Jalan Besar Mukim 11,"Monday - Sunday, 8:00 AM - 10:30 PM",5.178748,100.481445
Subway Jetty Point,"Shop Lot Zone 2N-Lot 7,Jetty Point Duty Free Complex, Jetty Kuah,70000 Kedah","Monday - Sunday, 9:00 AM - 8:00 PM",6.306447,99.851812
Subway Balik Pulau,"47, Jln Tun Sardon, Balik Pulau, 11000 Penang","Monday - Sunday, 7:00 AM - 10:30 PM",5.351048,100.239592
Subway City Junction,"No. 2-1-5 Lot C,  City Junction,Persiaran Lengkuas 2","Monday - Sunday, 7:00 AM - 10:00 PM",5.449807,100.304966
Subway Setia Sentral,"11A, Lorong Setia Sentral 1, Pusat Perniagaan  Setia Sentral, Bukit Mertajam","Monday - Sunday, 7:00 AM - 11:00 PM",5.355626,100.417626
Subway Hutton Lane,"227, Jalan Hutton, 10050 George Town, Pulau Pinang","Monday - Sunday, 7:00 AM - 10:30 PM",5.422105,100.326087
Subway G Walk,"No G-8A, Ground Floor, Gurney Walk,  18, Gurney Dr,  10250 George Town, PG","Monday - Sunday, 8:30 AM - 10:30 PM",5.430396,100.319314
Subway Bertam Perdana,"11, Jalan Dagangan 9 Pusat bandar Bertam Perdana, Kepala Batas, 13200, Penang","Monday - Sunday, 7:00 AM - 10:30 PM",5.517876,100.450793
Subway Eco Borealis,"23-G Jalan Borealis 3, Pusat Komersial Borealis 14100 Bandar Cassia Penang","Monday - Sunday, 8:00 AM - 10:30 PM",5.235775,100.443824
Subway Summersky Square,"No 1-1-25 Summersky Square, Jalan Tiram 8, 11900 Bayan Lepas, Penang","Monday - Sunday, 7:00 AM - 10:30 PM",5.299543,100.267210
Subway Lam Wah Ee,"Subway Food Court Lam Hwa Ee Hospital   141, Jalan Tan Sri Teh Ewe Lim Jelutong, 11600 George Town, Pulau Pinang","Monday - Sunday, 7:30 AM - 10:00 PM",5.391520,100.303956
Subway Caltex Sungai Dua,"Subway Caltex Sg Dua Sungai Dua North Bound, PMT 10359, KM 132.5, Lebuhraya Utara Selatan Permatang Pauh, 13600 Pulau Pinang","Monday - Sunday, 8:00 AM - 10:00 PM",5.424405,100.414021
Subway Serai Wangi,"Lot 3, N0 2500, Lorong Serai Wangi 4/10, Taman Serai Wangi III &IV, Padang Serai, Kedah 09400",Monday - Sunday (8:00AM - 10:00PM),5.523597,100.544609
Subway Greentown Ipoh,"No. 5 Persiaran Greentown 4 Greentown Business Centre  30450 Ipoh, Perak, Malaysia","Monday - Sunday, 9:00 AM - 10:30 PM",4.598512,101.092992
Subway Ipoh Parade,"1st Floor, Ipoh Parade, Lot F24 & F35C, 105, Jalan Sultan Abdul Jalil, 30450 Ipoh, Perak","Monday - Sunday, 10:00 AM - 10:00 PM",4.596175,101.090191
Subway Mydin Meru,"Subway Mydin Mall Meru G-04 Mydin Wholesale Hypermarket Meru Raya, Lot PT 229142, Jalan Meru Bestari B2, Bandar Meru Raya, 30020 Jelapang, Ipoh, Perak","Monday - Sunday, 10:00 AM - 9:30 PM",4.670851,101.075181
Subway Medan Ipoh,"75, Jalan Medan Ipoh 1A,Medan Ipoh Bestari, 31400, Ipoh, Perak","Monday - Sunday, 7:00 AM - 10:30 PM",4.619899,101.116717
Subway Seri Iskandar,"No.26 Jalan PP1,Bandar Universiti, Sri Iskandar, 31750, Tronoh, Perak","Monday - Sunday, 7:00 AM - 10:30 PM",4.364381,100.977375
Subway Kerian Sentral,"G-06A, Ground Floor,Kerian Sentra Mall,Jalan Sekolah, Parit Buntar 34200 Perak","Monday - Sunday, 10:00 AM - 9:30 PM",5.127493,100.482662
Subway Kampar,"2243, Jalan Batu Sinar, Taman Bandar Baru, Kampar, Perak","Monday - Sunday, 7:00 AM - 10:30 PM",4.326192,101.145258
Subway Kubang Kerian,"1617, Bandar Baru Kubang Kerian, Kota Bahru, Kelantan","Monday - Sunday, 7:30 AM - 11:00 PM",6.099312,102.279646
Subway Kota Bharu,"Lot 211, Tingkat Bawah, Jalan Ismail, Kota Bahru, 15000, Kelantan","Monday - Sunday, 7:30 AM - 10:00 PM",6.128948,102.238194
Subway Taiping Sentral,"G-17, Ground Floor, Taiping Sentral Mall. 36, Jln Istana Larut, Taiping, Perak","Monday - Sunday, 10:00 AM - 9:30 PM",4.865819,100.731208
Subway Seri Manjung,"No.9 Ground Floor, Jalan PPMP 3/1, Pusat Perniagaan Manjung Point 3, 32040 Seri Manjung, Perak.","Monday - Sunday, 8:00 AM - 10:30 PM",4.215572,100.667505
Subway Station 18,"25G, Susuran Stesen 18,Station 18, 31650 Ipoh, Perak Darul Ridzuan.","Monday - Sunday, 8:00 AM - 10:30 PM",4.543636,101.071360
Subway Tanah Merah,"Lot 3239, Jalan Jedok, 17500 Tanah Merah, Kelantan","Monday - Sunday, 7:30 AM - 11:00 PM",5.811860,102.131137
Subway Gong Badak,"PT 35310, Dataran Tembesu,Wakaf Tembesu, 21300 Kuala Nerus, Terengganu.","Monday - Sunday, 7:30 AM - 11:00 PM",5.356132,103.096031
Subway Paya Bunga Square,"G-K11 , Paya Bunga Square, Jalan Masjid Abidin, 20200,   K.Terengganu, Terengganu, MY","Monday - Sunday, 8:00 AM - 10:00 PM",5.331021,103.136644
Subway Tanjung Malim,"No 19, Jalan Cahaya, Taman Anggerik Desa, Tanjung Malim, 35900, Perak","Monday - Sunday, 8:00 AM - 10:30 PM",3.690488,101.522399
Subway Jerteh,"Lot 176 Jalan Tuan Hitam, 22000, Jerteh, Terengganu","Monday - Sunday, 7:30 AM - 11:00 PM",5.736547,102.493726
Subway Kemaman,"PT 21078, Tingkat Bawah, Jalan Kedidi Kiri, Taman Cukai Utama, 24000 Kemaman, Terengganu","Monday - Sunday, 7:00 AM - 10:00 PM",4.222398,103.421448
Subway Dungun Town,"PT 18073, Tingkat Bawah, Pusat Perniagaan Sura Gate, 23000, Dungun, Terengganu.","Monday - Sunday, 7:30 AM - 11:00 PM",4.756545,103.418730
Subway  BHP Tunjung,"PT 1670, Lebuh Raya Tunjung-Pasir Mas, 16010 Kota Bharu,  Kelantan","Monday - Sunday, 7:30 AM - 11:00 PM",6.060378,102.228682
Subway Ipoh South Gate,No. 21 (Ground Floor) Jalan Pulai Hartamas Medan Pulai Hartamas 31300 Ipoh Perak,Monday - Sunday (8:00AM - 10:00PM),4.549662,101.117336
Subway Johor Bahru City Square,"J3-19,Johor Bahru City Square ,106-108,Jalan Wong Ah Fook,80000,JB","Monday - Sunday, 10:00 AM - 10:00PM",1.461799,103.763960
Subway Lotus's Tebrau,"G-45,No.1 Persiaran Desa Tebrau ,81100,JB,Johor","Monday - Sunday, 9:30 AM - 10:00PM",1.549935,103.795658
Subway Mall of Medini,"G32, Mall of Medini ,No 4, Lebuh Medini Utara,79200 Iskandar Puteri, Johor","Monday - Sunday, 9:00 AM - 9:00PM",1.426769,103.633781
Subway Petronas Nusa Perintis,"Lot PTD 77638, Taman Nusa Perintis, Gelang Patah, 81550, Johor","Monday - Sunday, 8:00 AM - 10:00PM",1.451255,103.595860
Subway Shell Muar,"Union Service Station (Shell Station )No.29, Jalan Bakri, 84000, Muar, Johor.","Monday - Sunday, 8:00 AM - 11:00PM",2.048881,102.570753
Subway Sutera Mall,"Lot L2-017, Sutera Mall, No. 1, Jalan Sutera Tanjung 8/4, Taman Sutera Utama, 81300 Skudai, Johor Bahru, Malaysia","Monday - Sunday, 10:30 AM - 10:30PM",1.517745,103.671095
Subway Galleria Kotaraya,"LG 33, Galleria@Kotaraya, Jalan Trus, 80000 Johor Bahru.","Monday - Sunday, 8:30 AM - 9:00PM",1.459494,103.763060
Subway Anjung Neighbourhood Centre,"Lot 11, Anjung Neighbourhood Centre, 5, Persiaran Ledang Heights, 79250 Iskandar Puteri, Johor.","Monday - Sunday, 8:30 AM - 10:00PM",1.424643,103.616775
Subway Aeon Mall Bandar Dato Onn,"AEON Mall Bandar Dato' Onn, Lot-S07, No. 3, Jalan Dato' Onn 3, Bandar Dato Onn, 81100,Johor Bahru, Johor","Sunday - Thursday, 10:00 AM – 10:00PM,Friday & Saturday, 10:00 AM – 10:30PM",1.563988,103.734467
Caltex Taman Pelangi indah,"Caltex Lot-88070, Persiaran Pelangi Indah, Tmn Pelangi Indah, 81800, Ulu Tiram, Johor","Monday - Sunday, 8:00 AM - 11:00PM",1.569918,103.800487
Subway Larkin Sentral,"Lot No. 5B-04(B), Ground Floor, Larkin Sentral Bus Terminal Building No.5,Jalan Garuda, 80350 Johor Bahru, Johor, Malaysia","Monday - Sunday, 8:00 AM - 11:00PM",1.495668,103.741777
Subway Kluang Mall,"Lot G13A & G-13B, Ground Floor, Kluang Mall, Jalan Rambutan, Bandar Kluang, 86000 Kluang, Johor, Malaysia","Monday - Sunday, 10:00 AM - 9:30PM",2.040074,103.320580
Subway Aeon Mall Kulaijaya,C12 Food Avenue Aeon Mall Kulaijaya 81000 Kulai,"Monday - Sunday, 10:00 AM - 10:00PM",1.640585,103.617096
Subway Paradigm Mall JB,GF36 & GF37 Paradgim Mall JB Jalan Sudai 81200 JB,"Monday - Sunday, 10:00 AM - 10:00PM",1.515725,103.685646
Subway Bandar Seri Alam,"No. 12, Jalan Suria, Bandar Seri Alam, 81750 Masai, Johor Bahru","Monday - Sunday, 8:00 AM - 11:00PM",1.495905,103.871291
Subway Caltex Taman Daya,"Lot 110500, Caltex Station, Jln Nipah 2, Tmn Daya, 81100, JB","Monday - Sunday, 8:00 AM - 10:00PM",1.544111,103.762347
Subway BHP Taman Perling,"BHP Perling, Lot 588, Jln Persiaran Perling, Tmn Perling, 81200,JB","Monday - Sunday, 8:00 AM – 10:00PM,Wednesday, 8:00 AM – 8:00PM",1.499539,103.682181
Subway Aeon Bukit Indah,"G12A AEON Bukit Indah SC, Jalan Indah 15/2, Taman Bukit Indah, 81200, Johor Bahru, Johor.","Monday - Sunday, 10:00 AM - 10:00PM",1.481752,103.655763
Subway Giant Hypermarket Plentong,"Lot No. R125, Giant Hypermall Plentong, No.3 Jalan Masai Lama, Mukim Plentong, 81750 Masai, Plentong, Johor.","Monday - Saturday, 10:30 AM – 10:00PM,Sunday, 10:30 AM – 9:00PM",1.528057,103.814659
Subway KSL City,"Lot LG-09, KSL City, No. 33, Jalan Seladang, Taman Abad, 80250 Johor Bahru.",Monday - Sunday (10:00AM - 10:00PM),1.485438,103.762881
